"GeoFips","GeoName","2019","2020"
"18037","Dubois, IN",35586,34256
"18039","Elkhart, IN",161355,152140
"18041","Fayette, IN",8580,8062
"18043","Floyd, IN",42638,40407
"18045","Fountain, IN",6831,6433
"18047","Franklin, IN",7846,7763
"18049","Fulton, IN",9598,9188
"18051","Gibson, IN",25331,24458
"18053","Grant, IN",34844,33782
"18055","Greene, IN",10741,10352
"18057","Hamilton, IN",213426,207488
"18059","Hancock, IN",36929,35806
"18061","Harrison, IN",15781,15029
"18063","Hendricks, IN",98661,98899
"18065","Henry, IN",17838,17157
"18067","Howard, IN",47888,45507
"18069","Huntington, IN",18148,17444
"18071","Jackson, IN",26649,25908
"18073","Jasper, IN",15504,15038
"18075","Jay, IN",9994,9462
"18077","Jefferson, IN",16748,16019
"18079","Jennings, IN",10580,10213
"18081","Johnson, IN",79326,77545
"18083","Knox, IN",22388,21622
"18085","Kosciusko, IN",50406,47815
"18087","Lagrange, IN",22750,21478
"18089","Lake, IN",247537,233174
"18091","LaPorte, IN",53246,50633
"18093","Lawrence, IN",19580,18679
"18095","Madison, IN",53869,51790
"18097","Marion, IN",771418,728049
"18099","Marshall, IN",24314,23313
"18101","Martin, IN",9446,9553
"18103","Miami, IN",13124,12477
"18105","Monroe, IN",92511,89385
"18107","Montgomery, IN",20171,19636
"18109","Morgan, IN",24065,23356
"18111","Newton, IN",4849,4754
"18113","Noble, IN",24614,22623
"18115","Ohio, IN",1979,1729
"18117","Orange, IN",10292,9454
"18119","Owen, IN",7899,7660
"18121","Parke, IN",5701,5557
"18123","Perry, IN",8596,8237
"18125","Pike, IN",4155,4194
"18127","Porter, IN",84277,79043
"18129","Posey, IN",12142,11756
"18131","Pulaski, IN",6578,6326
"18133","Putnam, IN",18605,17306
"18135","Randolph, IN",9406,9208
"18137","Ripley, IN",16914,16048
"18139","Rush, IN",7582,7166
"18141","St. Joseph, IN",164079,152409
"18143","Scott, IN",10516,10074
"18145","Shelby, IN",24042,22595
"18147","Spencer, IN",9695,9078
"18149","Starke, IN",6722,6453
"18151","Steuben, IN",21332,20009
"18153","Sullivan, IN",7978,7520
"18155","Switzerland, IN",3419,3045
"18157","Tippecanoe, IN",116450,110435
"18159","Tipton, IN",7612,7177
"18161","Union, IN",2396,2258
"18163","Vanderburgh, IN",133442,125552
"18165","Vermillion, IN",5900,5864
"18167","Vigo, IN",60435,57179
"18169","Wabash, IN",16243,15434
"18171","Warren, IN",3162,3021
"18173","Warrick, IN",25006,24522
"18175","Washington, IN",9957,9380
"18177","Wayne, IN",38959,36971
"18179","Wells, IN",14511,14092
"18181","White, IN",12588,12263
"18183","Whitley, IN",17519,17123
"19001","Adair, IA",4697,4681
"19003","Adams, IA",2312,2178
"19005","Allamakee, IA",7975,7680
"19007","Appanoose, IA",6740,6620
"19009","Audubon, IA",3000,2929
"19011","Benton, IA",10397,10124
"19013","Black Hawk, IA",91527,87254
"19015","Boone, IA",13321,12842
"19017","Bremer, IA",14831,14273
"19019","Buchanan, IA",10456,10240
"19021","Buena Vista, IA",14079,13914
"19023","Butler, IA",6656,6547
"19025","Calhoun, IA",4895,4736
"19027","Carroll, IA",16289,15607
"19029","Cass, IA",8199,8001
"19031","Cedar, IA",8767,8360
"19033","Cerro Gordo, IA",31046,29913
"19035","Cherokee, IA",7238,7268
"19037","Chickasaw, IA",7694,7452
"19039","Clarke, IA",5944,5719
"19041","Clay, IA",11889,11658
"19043","Clayton, IA",11018,10538
"19045","Clinton, IA",26513,25153
"19047","Crawford, IA",9685,9418
"19049","Dallas, IA",62794,61085
"19051","Davis, IA",4097,4035
"19053","Decatur, IA",4180,4085
"19055","Delaware, IA",10672,10535
"19057","Des Moines, IA",26564,24963
"19059","Dickinson, IA",13479,12967
"19061","Dubuque, IA",73362,70235
"19063","Emmet, IA",5391,5098
"19065","Fayette, IA",10988,10649
"19067","Floyd, IA",9053,8324
"19069","Franklin, IA",6103,6001
"19071","Fremont, IA",3843,3951
"19073","Greene, IA",5420,5299
"19075","Grundy, IA",6519,6456
"19077","Guthrie, IA",5791,5675
"19079","Hamilton, IA",8180,8033
"19081","Hancock, IA",8438,8188
"19083","Hardin, IA",9875,9497
"19085","Harrison, IA",6730,6548
"19087","Henry, IA",12383,11795
"19089","Howard, IA",6303,6200
"19091","Humboldt, IA",5716,5521
"19093","Ida, IA",5369,5181
"19095","Iowa, IA",13146,12422
"19097","Jackson, IA",10243,9747
"19099","Jasper, IA",16572,15844
"19101","Jefferson, IA",11525,10947
"19103","Johnson, IA",117592,112166
"19105","Jones, IA",9710,9205
"19107","Keokuk, IA",4409,4345
"19109","Kossuth, IA",10499,10128
"19111","Lee, IA",19532,18644
"19113","Linn, IA",162745,154186
"19115","Louisa, IA",5627,5536
"19117","Lucas, IA",5294,5252
"19119","Lyon, IA",7198,7018
"19121","Madison, IA",7216,7099
"19123","Mahaska, IA",11230,11005
"19125","Marion, IA",23298,22554
"19127","Marshall, IA",21005,20181
"19129","Mills, IA",5806,5631
"19131","Mitchell, IA",7214,6562
"19133","Monona, IA",4222,4149
"19135","Monroe, IA",5094,4948
"19137","Montgomery, IA",5917,5720
"19139","Muscatine, IA",27701,26434
"19141","O'Brien, IA",9199,8997
"19143","Osceola, IA",3533,3531
"19145","Page, IA",8094,7769
"19147","Palo Alto, IA",5822,5543
"19149","Plymouth, IA",16357,16081
"19151","Pocahontas, IA",4855,4542
"19153","Polk, IA",375369,360286
"19155","Pottawattamie, IA",51473,48769
"19157","Poweshiek, IA",13363,12787
"19159","Ringgold, IA",2707,2647
"19161","Sac, IA",5593,5476
"19163","Scott, IA",113483,106406
"19165","Shelby, IA",8365,7901
"19167","Sioux, IA",28186,27795
"19169","Story, IA",64032,61060
"19171","Tama, IA",8498,8196
"19173","Taylor, IA",3429,3305
"19175","Union, IA",8021,7744
"19177","Van Buren, IA",3451,3443
"19179","Wapello, IA",20098,19238
"19181","Warren, IA",19748,19407
"19183","Washington, IA",13179,12779
"19185","Wayne, IA",3578,3505
"19187","Webster, IA",23444,22253
"19189","Winnebago, IA",6476,6251
"19191","Winneshiek, IA",15667,15003
"19193","Woodbury, IA",64213,61338
"19195","Worth, IA",3887,3711
"19197","Wright, IA",8236,8205
"20001","Allen, KS",8132,7751
"20003","Anderson, KS",3970,3964
"20005","Atchison, KS",8100,7704
"20007","Barber, KS",3340,3217
"20009","Barton, KS",18460,17791
"20011","Bourbon, KS",9096,8829
"20013","Brown, KS",7035,6564
"20015","Butler, KS",29831,28949
"20017","Chase, KS",1726,1586
"20019","Chautauqua, KS",1700,1677
"20021","Cherokee, KS",8810,8385
"20023","Cheyenne, KS",1735,1711
"20025","Clark, KS",1382,1435
"20027","Clay, KS",4764,4622
"20029","Cloud, KS",5056,4988
"20031","Coffey, KS",5695,5489
"20033","Comanche, KS",1206,1178
"20035","Cowley, KS",18893,18521
"20037","Crawford, KS",23492,22782
"20039","Decatur, KS",1617,1566
"20041","Dickinson, KS",9590,9320
"20043","Doniphan, KS",3635,3571
"20045","Douglas, KS",74743,69984
"20047","Edwards, KS",1665,1627
"20049","Elk, KS",1371,1344
"20051","Ellis, KS",24898,24105
"20053","Ellsworth, KS",3737,3583
"20055","Finney, KS",24723,24010
"20057","Ford, KS",21556,21144
"20059","Franklin, KS",13862,13548
"20061","Geary, KS",32902,32770
"20063","Gove, KS",2386,2300
"20065","Graham, KS",1857,1833
"20067","Grant, KS",4204,3968
"20069","Gray, KS",4704,4590
"20071","Greeley, KS",1181,1186
"20073","Greenwood, KS",3383,3172
"20075","Hamilton, KS",1785,1806
"20077","Harper, KS",4200,3964
"20079","Harvey, KS",20009,19238
"20081","Haskell, KS",2926,2911
"20083","Hodgeman, KS",1301,1305
"20085","Jackson, KS",6790,6528
"20087","Jefferson, KS",6877,6716
"20089","Jewell, KS",1748,1701
"20091","Johnson, KS",473685,456429
"20093","Kearny, KS",2330,2299
"20095","Kingman, KS",4455,5018
"20097","Kiowa, KS",2076,1982
"20099","Labette, KS",13561,12752
"20101","Lane, KS",1238,1193
"20103","Leavenworth, KS",34025,33077
"20105","Lincoln, KS",1756,1776
"20107","Linn, KS",4042,3989
"20109","Logan, KS",2194,2137
"20111","Lyon, KS",21079,20331
"20113","McPherson, KS",22175,21396
"20115","Marion, KS",6514,6309
"20117","Marshall, KS",7260,7073
"20119","Meade, KS",2715,2655
"20121","Miami, KS",14653,14271
"20123","Mitchell, KS",4805,4783
"20125","Montgomery, KS",19365,18486
"20127","Morris, KS",2853,2837
"20129","Morton, KS",1801,1788
"20131","Nemaha, KS",7408,7456
"20133","Neosho, KS",9141,8922
"20135","Ness, KS",2468,2399
"20137","Norton, KS",3563,3435
"20139","Osage, KS",5572,5440
"20141","Osborne, KS",2537,2416
"20143","Ottawa, KS",2635,2564
"20145","Pawnee, KS",3958,3846
"20147","Phillips, KS",3698,3601
"20149","Pottawatomie, KS",14416,14194
"20151","Pratt, KS",6875,6679
"20153","Rawlins, KS",1772,1778
"20155","Reno, KS",36492,35094
"20157","Republic, KS",3187,3187
"20159","Rice, KS",5799,5515
"20161","Riley, KS",44033,41199
"20163","Rooks, KS",3567,3441
"20165","Rush, KS",2109,2041
"20167","Russell, KS",5022,4837
"20169","Saline, KS",38481,36076
"20171","Scott, KS",3372,3293
"20173","Sedgwick, KS",341197,323139
"20175","Seward, KS",13725,13612
"20177","Shawnee, KS",120943,116622
"20179","Sheridan, KS",2101,2101
"20181","Sherman, KS",3915,3831
"20183","Smith, KS",2483,2445
"20185","Stafford, KS",2583,2552
"20187","Stanton, KS",1521,1611
"20189","Stevens, KS",3047,3161
"20191","Sumner, KS",10787,10163
"20193","Thomas, KS",6176,5930
"20195","Trego, KS",2273,2243
"20197","Wabaunsee, KS",2861,2852
"20199","Wallace, KS",1175,1173
"20201","Washington, KS",3580,3657
"20203","Wichita, KS",1594,1429
"20205","Wilson, KS",5147,4815
"20207","Woodson, KS",1629,1539
"20209","Wyandotte, KS",109707,105445
"21001","Adair, KY",7899,7563
"21003","Allen, KY",8269,8039
"21005","Anderson, KY",7880,7538
"21007","Ballard, KY",2777,2744
"21009","Barren, KY",23837,22359
"21011","Bath, KY",3886,3797
"21013","Bell, KY",10185,9731
"21015","Boone, KY",113701,110454
"21017","Bourbon, KY",10443,10173
"21019","Boyd, KY",29091,27872
"21021","Boyle, KY",18920,18096
"21023","Bracken, KY",2732,2714
"21025","Breathitt, KY",3742,3411
"21027","Breckinridge, KY",7038,6837
"21029","Bullitt, KY",34175,34005
"21031","Butler, KY",4721,4478
"21033","Caldwell, KY",6056,6077
"21035","Calloway, KY",22753,21223
"21037","Campbell, KY",42763,40336
"21039","Carlisle, KY",1999,1930
"21041","Carroll, KY",8428,8185
"21043","Carter, KY",8648,8404
"21045","Casey, KY",6619,6364
"21047","Christian, KY",67876,67074
"21049","Clark, KY",19561,18667
"21051","Clay, KY",5684,5593
"21053","Clinton, KY",5361,5310
"21055","Crittenden, KY",3415,3299
"21057","Cumberland, KY",3155,3119
"21059","Daviess, KY",58982,55888
"21061","Edmonson, KY",3598,3496
"21063","Elliott, KY",1867,1799
"21065","Estill, KY",3928,3665
"21067","Fayette, KY",252654,238219
"21069","Fleming, KY",6243,6014
"21071","Floyd, KY",14430,13570
"21073","Franklin, KY",39706,37787
"21075","Fulton, KY",2816,2672
"21077","Gallatin, KY",3559,3424
"21079","Garrard, KY",5050,4897
"21081","Grant, KY",8049,7794
"21083","Graves, KY",17364,16857
"21085","Grayson, KY",12257,11640
"21087","Green, KY",4021,3936
"21089","Greenup, KY",12000,10958
"21091","Hancock, KY",5261,4972
"21093","Hardin, KY",65812,62622
"21095","Harlan, KY",8057,7523
"21097","Harrison, KY",7894,7605
"21099","Hart, KY",9130,8701
"21101","Henderson, KY",24321,22693
"21103","Henry, KY",5532,5191
"21105","Hickman, KY",1689,1626
"21107","Hopkins, KY",21849,20779
"21109","Jackson, KY",3439,3337
"21111","Jefferson, KY",596295,563475
"21113","Jessamine, KY",25760,24871
"21115","Johnson, KY",7475,7191
"21117","Kenton, KY",89243,85691
"21119","Knott, KY",3608,3374
"21121","Knox, KY",11326,10745
"21123","Larue, KY",4987,4866
"21125","Laurel, KY",34161,33209
"21127","Lawrence, KY",5060,5010
"21129","Lee, KY",2358,2278
"21131","Leslie, KY",2233,2081
"21133","Letcher, KY",5817,5449
"21135","Lewis, KY",3861,3823
"21137","Lincoln, KY",7593,7306
"21139","Livingston, KY",3797,3846
"21141","Logan, KY",13363,12675
"21143","Lyon, KY",3619,3497
"21145","McCracken, KY",48779,46235
"21147","McCreary, KY",4148,4179
"21149","McLean, KY",3145,2868
"21151","Madison, KY",47408,44453
"21153","Magoffin, KY",3147,3057
"21155","Marion, KY",12019,11006
"21157","Marshall, KY",15891,15358
"21159","Martin, KY",3037,2649
"21161","Mason, KY",11333,10640
"21163","Meade, KY",7615,7316
"21165","Menifee, KY",1750,1700
"21167","Mercer, KY",10124,9655
"21169","Metcalfe, KY",4079,3932
"21171","Monroe, KY",5714,5521
"21173","Montgomery, KY",13899,13052
"21175","Morgan, KY",4680,4438
"21177","Muhlenberg, KY",11279,10452
"21179","Nelson, KY",22611,21570
"21181","Nicholas, KY",2252,2183
"21183","Ohio, KY",10642,9889
"21185","Oldham, KY",26979,26101
"21187","Owen, KY",3098,3031
"21189","Owsley, KY",1183,1127
"21191","Pendleton, KY",4503,4341
"21193","Perry, KY",13975,13270
"21195","Pike, KY",26143,24382
"21197","Powell, KY",4034,4005
"21199","Pulaski, KY",35831,33727
"21201","Robertson, KY",794,769
"21203","Rockcastle, KY",6053,5926
"21205","Rowan, KY",13105,12260
"21207","Russell, KY",8541,8070
"21209","Scott, KY",34813,34859
"21211","Shelby, KY",24945,23541
"21213","Simpson, KY",11972,11039
"21215","Spencer, KY",4760,4595
"21217","Taylor, KY",16068,15869
"21219","Todd, KY",4902,4767
"21221","Trigg, KY",5044,4732
"21223","Trimble, KY",2371,2270
"21225","Union, KY",6786,6427
"21227","Warren, KY",86612,82000
"21229","Washington, KY",5767,5476
"21231","Wayne, KY",8252,8075
"21233","Webster, KY",4754,4315
"21235","Whitley, KY",16448,16345
"21237","Wolfe, KY",2006,2103
"21239","Woodford, KY",14791,14191
"22001","Acadia, LA",24004,22872
"22003","Allen, LA",10462,9603
"22005","Ascension, LA",66111,61401
"22007","Assumption, LA",6692,6164
"22009","Avoyelles, LA",15595,14680
"22011","Beauregard, LA",13125,12816
"22013","Bienville, LA",6007,5662
"22015","Bossier, LA",68586,64164
"22017","Caddo, LA",157729,147453
"22019","Calcasieu, LA",131139,113792
"22021","Caldwell, LA",3711,3465
"22023","Cameron, LA",10816,8609
"22025","Catahoula, LA",3665,3656
"22027","Claiborne, LA",5426,4941
"22029","Concordia, LA",8098,7831
"22031","De Soto, LA",11457,10870
"22033","East Baton Rouge, LA",352691,328693
"22035","East Carroll, LA",2703,2506
"22037","East Feliciana, LA",7593,7372
"22039","Evangeline, LA",11486,11016
"22041","Franklin, LA",8340,8028
"22043","Grant, LA",5576,5299
"22045","Iberia, LA",38027,35354
"22047","Iberville, LA",20153,19225
"22049","Jackson, LA",5256,5094
"22051","Jefferson, LA",281978,263414
"22053","Jefferson Davis, LA",13047,12379
"22055","Lafayette, LA",185279,174677
"22057","Lafourche, LA",48556,46514
"22059","LaSalle, LA",6417,6315
"22061","Lincoln, LA",27561,25979
"22063","Livingston, LA",48342,45837
"22065","Madison, LA",4902,4767
"22067","Morehouse, LA",9884,9564
"22069","Natchitoches, LA",19467,18688
"22071","Orleans, LA",292270,256598
"22073","Ouachita, LA",96211,91036
"22075","Plaquemines, LA",17122,16163
"22077","Pointe Coupee, LA",9360,8925
"22079","Rapides, LA",74560,71694
"22081","Red River, LA",3923,3667
"22083","Richland, LA",9534,9081
"22085","Sabine, LA",8480,8210
"22087","St. Bernard, LA",17221,16421
"22089","St. Charles, LA",31825,30397
"22091","St. Helena, LA",3474,3260
"22093","St. James, LA",10507,10114
"22095","St. John the Baptist, LA",20526,18671
"22097","St. Landry, LA",36022,34685
"22099","St. Martin, LA",19665,18466
"22101","St. Mary, LA",28385,26411
"22103","St. Tammany, LA",143181,136071
"22105","Tangipahoa, LA",66151,64328
"22107","Tensas, LA",1743,1660
"22109","Terrebonne, LA",66239,61728
"22111","Union, LA",8201,7715
"22113","Vermilion, LA",22156,21424
"22115","Vernon, LA",25227,24569
"22117","Washington, LA",17352,16501
"22119","Webster, LA",16912,16176
"22121","West Baton Rouge, LA",16327,15418
"22123","West Carroll, LA",3705,3649
"22125","West Feliciana, LA",7679,7290
"22127","Winn, LA",6180,5780
"23001","Androscoggin, ME",63287,60898
"23003","Aroostook, ME",35228,33693
"23005","Cumberland, ME",253561,239733
"23007","Franklin, ME",15754,14591
"23009","Hancock, ME",36178,34144
"23011","Kennebec, ME",78470,75985
"23013","Knox, ME",27661,26061
"23015","Lincoln, ME",18796,17719
"23017","Oxford, ME",24952,23664
"23019","Penobscot, ME",92461,88223
"23021","Piscataquis, ME",7850,7596
"23023","Sagadahoc, ME",22095,21060
"23025","Somerset, ME",22480,21460
"23027","Waldo, ME",18959,18000
"23029","Washington, ME",16428,15988
"23031","York, ME",108629,102966
"24001","Allegany, MD",37098,34095
"24003","Anne Arundel, MD",413477,393273
"24005","Baltimore, MD",531673,497705
"24009","Calvert, MD",35519,33481
"24011","Caroline, MD",15043,14370
"24013","Carroll, MD",84303,79357
"24015","Cecil, MD",45261,44479
"24017","Charles, MD",66219,62517
"24019","Dorchester, MD",16561,16728
"24021","Frederick, MD",150492,141458
"24023","Garrett, MD",17547,16659
"24025","Harford, MD",132098,125251
"24027","Howard, MD",240674,225692
"24029","Kent, MD",11887,10979
"24031","Montgomery, MD",716324,678044
"24033","Prince George's, MD",488005,456795
"24035","Queen Anne's, MD",25415,23928
"24037","St. Mary's, MD",63550,62998
"24039","Somerset, MD",9662,8949
"24041","Talbot, MD",28189,25760
"24043","Washington, MD",84837,79712
"24045","Wicomico, MD",59344,56347
"24047","Worcester, MD",35994,32747
"24510","Baltimore (Independent City), MD",433657,415074
"25001","Barnstable, MA",151447,138298
"25003","Berkshire, MA",84825,76651
"25005","Bristol, MA",306204,284918
"25007","Dukes, MA",17278,15774
"25009","Essex, MA",470233,434977
"25011","Franklin, MA",39862,36937
"25013","Hampden, MA",273138,251164
"25015","Hampshire, MA",98846,91238
"25017","Middlesex, MA",1275361,1194599
"25019","Nantucket, MA",12454,11077
"25021","Norfolk, MA",495850,453809
"25023","Plymouth, MA",283234,260695
"25025","Suffolk, MA",886078,823525
"25027","Worcester, MA",478338,448429
"26001","Alcona, MI",3281,3085
"26003","Alger, MI",3543,3302
"26005","Allegan, MI",56366,53120
"26007","Alpena, MI",15383,14686
"26009","Antrim, MI",9377,8653
"26011","Arenac, MI",6393,5668
"26013","Baraga, MI",3593,3316
"26015","Barry, MI",20888,19498
"26017","Bay, MI",46795,43745
"26019","Benzie, MI",7632,7041
"26021","Berrien, MI",82752,76429
"26023","Branch, MI",19460,18622
"26025","Calhoun, MI",68707,63857
"26027","Cass, MI",15622,14536
"26029","Charlevoix, MI",15330,14029
"26031","Cheboygan, MI",10113,9097
"26033","Chippewa, MI",16240,15429
"26035","Clare, MI",10573,9858
"26037","Clinton, MI",27429,26322
"26039","Crawford, MI",5564,5205
"26041","Delta, MI",18545,17297
"26043","Dickinson, MI",16908,15809
"26045","Eaton, MI",55840,52499
"26047","Emmet, MI",26006,23814
"26049","Genesee, MI",188210,170920
"26051","Gladwin, MI",7467,7069
"26053","Gogebic, MI",7127,6574
"26055","Grand Traverse, MI",70989,65623
"26057","Gratiot, MI",17640,16662
"26059","Hillsdale, MI",18794,17194
"26061","Houghton, MI",16272,15531
"26063","Huron, MI",16535,15536
"26065","Ingham, MI",191156,177143
"26067","Ionia, MI",27153,24719
"26069","Iosco, MI",11213,10279
"26071","Iron, MI",5195,4727
"26073","Isabella, MI",38363,34676
"26075","Jackson, MI",74757,69250
"26077","Kalamazoo, MI",158269,147920
"26079","Kalkaska, MI",6550,6109
"26081","Kent, MI",514290,471258
"26083","Keweenaw, MI",722,671
"26085","Lake, MI",3026,3004
"26087","Lapeer, MI",33524,30814
"26089","Leelanau, MI",12822,11780
"26091","Lenawee, MI",37823,34848
"26093","Livingston, MI",93494,86368
"26095","Luce, MI",2402,2197
"26097","Mackinac, MI",6281,5544
"26099","Macomb, MI",455381,415956
"26101","Manistee, MI",10727,9793
"26103","Marquette, MI",34679,32089
"26105","Mason, MI",14593,13471
"26107","Mecosta, MI",18413,17388
"26109","Menominee, MI",10355,9429
"26111","Midland, MI",47700,44783
"26113","Missaukee, MI",5791,5523
"26115","Monroe, MI",56846,52331
"26117","Montcalm, MI",23463,21677
"26119","Montmorency, MI",3205,3176
"26121","Muskegon, MI",80298,73412
"26123","Newaygo, MI",18407,17238
"26125","Oakland, MI",1010605,925664
"26127","Oceana, MI",10757,9974
"26129","Ogemaw, MI",8431,8085
"26131","Ontonagon, MI",2030,1991
"26133","Osceola, MI",10583,10286
"26135","Oscoda, MI",2913,2411
"26137","Otsego, MI",14593,13796
"26139","Ottawa, MI",170846,160143
"26141","Presque Isle, MI",4538,4286
"26143","Roscommon, MI",8238,7749
"26145","Saginaw, MI",107222,97812
"26147","St. Clair, MI",65710,60967
"26149","St. Joseph, MI",27441,26954
"26151","Sanilac, MI",17312,16035
"26153","Schoolcraft, MI",3586,3305
"26155","Shiawassee, MI",24393,22499
"26157","Tuscola, MI",18902,17697
"26159","Van Buren, MI",31313,29026
"26161","Washtenaw, MI",274893,255843
"26163","Wayne, MI",978186,897168
"26165","Wexford, MI",18687,17044
"27001","Aitkin, MN",6461,6265
"27003","Anoka, MN",172703,164434
"27005","Becker, MN",21148,19959
"27007","Beltrami, MN",26624,25635
"27009","Benton, MN",23565,22853
"27011","Big Stone, MN",2748,2634
"27013","Blue Earth, MN",51491,48130
"27015","Brown, MN",18298,17151
"27017","Carlton, MN",17373,16372
"27019","Carver, MN",58988,55557
"27021","Cass, MN",15811,14528
"27023","Chippewa, MN",8080,7576
"27025","Chisago, MN",22877,22202
"27027","Clay, MN",29527,28121
"27029","Clearwater, MN",4296,4091
"27031","Cook, MN",4157,3666
"27033","Cottonwood, MN",7428,7579
"27035","Crow Wing, MN",40956,38384
"27037","Dakota, MN",255750,240137
"27039","Dodge, MN",9302,8955
"27041","Douglas, MN",27203,26007
"27043","Faribault, MN",7132,6888
"27045","Fillmore, MN",10701,10370
"27047","Freeborn, MN",16867,16004
"27049","Goodhue, MN",29551,27266
"27051","Grant, MN",3408,3266
"27053","Hennepin, MN",1192946,1109406
"27055","Houston, MN",8704,8352
"27057","Hubbard, MN",9573,9033
"27059","Isanti, MN",16617,16282
"27061","Itasca, MN",22046,20957
"27063","Jackson, MN",7748,7418
"27065","Kanabec, MN",6388,6101
"27067","Kandiyohi, MN",31000,29897
"27069","Kittson, MN",2728,2639
"27071","Koochiching, MN",6171,5712
"27073","Lac qui Parle, MN",4147,3970
"27075","Lake, MN",5882,5258
"27077","Lake of the Woods, MN",2510,2354
"27079","Le Sueur, MN",13569,12966
"27081","Lincoln, MN",3298,3049
"27083","Lyon, MN",18956,17806
"27085","McLeod, MN",21762,20670
"27087","Mahnomen, MN",2750,2295
"27089","Marshall, MN",4444,4358
"27091","Martin, MN",12437,11703
"27093","Meeker, MN",11551,11008
"27095","Mille Lacs, MN",13224,12089
"27097","Morrison, MN",17180,16639
"27099","Mower, MN",21459,20771
"27101","Murray, MN",5188,4943
"27103","Nicollet, MN",21178,20087
"27105","Nobles, MN",13775,13542
"27107","Norman, MN",3207,3096
"27109","Olmsted, MN",123634,118750
"27111","Otter Tail, MN",34823,33369
"27113","Pennington, MN",12783,12099
"27115","Pine, MN",12288,11114
"27117","Pipestone, MN",6707,6061
"27119","Polk, MN",17718,16862
"27121","Pope, MN",7361,7027
"27123","Ramsey, MN",422168,393664
"27125","Red Lake, MN",1788,1725
"27127","Redwood, MN",9394,9043
"27129","Renville, MN",8788,8235
"27131","Rice, MN",35118,33605
"27133","Rock, MN",5578,5504
"27135","Roseau, MN",10915,10472
"27137","St. Louis, MN",124478,114892
"27139","Scott, MN",77500,74295
"27141","Sherburne, MN",38076,36433
"27143","Sibley, MN",6864,6244
"27145","Stearns, MN",115685,108509
"27147","Steele, MN",27579,25152
"27149","Stevens, MN",6975,6705
"27151","Swift, MN",5678,5357
"27153","Todd, MN",11395,11069
"27155","Traverse, MN",2214,2106
"27157","Wabasha, MN",10655,10175
"27159","Wadena, MN",8158,7796
"27161","Waseca, MN",8906,8575
"27163","Washington, MN",124726,119270
"27165","Watonwan, MN",6225,6105
"27167","Wilkin, MN",3184,2977
"27169","Winona, MN",32178,30202
"27171","Wright, MN",64556,62087
"27173","Yellow Medicine, MN",6432,6132
"28001","Adams, MS",15906,14531
"28003","Alcorn, MS",19452,18358
"28005","Amite, MS",4073,3906
"28007","Attala, MS",7114,6857
"28009","Benton, MS",2191,2187
"28011","Bolivar, MS",15791,14863
"28013","Calhoun, MS",5456,5269
"28015","Carroll, MS",3106,2983
"28017","Chickasaw, MS",7814,7404
"28019","Choctaw, MS",3588,3325
"28021","Claiborne, MS",4958,4908
"28023","Clarke, MS",5153,4870
"28025","Clay, MS",8521,8173
"28027","Coahoma, MS",10975,10315
"28029","Copiah, MS",10990,10281
"28031","Covington, MS",8401,8385
"28033","DeSoto, MS",94241,93153
"28035","Forrest, MS",54313,51902
"28037","Franklin, MS",2781,2657
"28039","George, MS",7821,7704
"28041","Greene, MS",3534,3376
"28043","Grenada, MS",13930,13198
"28045","Hancock, MS",21606,21588
"28047","Harrison, MS",126543,119562
"28049","Hinds, MS",168338,160315
"28051","Holmes, MS",6163,5692
"28053","Humphreys, MS",3751,3551
"28055","Issaquena, MS",465,435
"28057","Itawamba, MS",8405,8037
"28059","Jackson, MS",67841,66769
"28061","Jasper, MS",6453,6331
"28063","Jefferson, MS",2341,2247
"28065","Jefferson Davis, MS",3398,3170
"28067","Jones, MS",37773,35694
"28069","Kemper, MS",3628,3208
"28071","Lafayette, MS",36862,34760
"28073","Lamar, MS",30057,29032
"28075","Lauderdale, MS",44976,43093
"28077","Lawrence, MS",4201,4131
"28079","Leake, MS",8181,7892
"28081","Lee, MS",70074,67504
"28083","Leflore, MS",19173,18421
"28085","Lincoln, MS",18231,17811
"28087","Lowndes, MS",35927,34055
"28089","Madison, MS",84951,79847
"28091","Marion, MS",11914,11826
"28093","Marshall, MS",13363,14238
"28095","Monroe, MS",14303,13897
"28097","Montgomery, MS",3762,3685
"28099","Neshoba, MS",15981,15378
"28101","Newton, MS",8638,8031
"28103","Noxubee, MS",4802,4649
"28105","Oktibbeha, MS",29987,28740
"28107","Panola, MS",15706,15186
"28109","Pearl River, MS",18409,17784
"28111","Perry, MS",3563,3467
"28113","Pike, MS",21051,20554
"28115","Pontotoc, MS",17754,16846
"28117","Prentiss, MS",10833,10434
"28119","Quitman, MS",2181,2115
"28121","Rankin, MS",91961,88383
"28123","Scott, MS",17028,16540
"28125","Sharkey, MS",1928,1846
"28127","Simpson, MS",11162,10715
"28129","Smith, MS",5052,4898
"28131","Stone, MS",6836,6736
"28133","Sunflower, MS",11525,11244
"28135","Tallahatchie, MS",4797,4526
"28137","Tate, MS",9949,9563
"28139","Tippah, MS",10570,10158
"28141","Tishomingo, MS",8790,8412
"28143","Tunica, MS",8970,7393
"28145","Union, MS",15753,14997
"28147","Walthall, MS",4742,4683
"28149","Warren, MS",26069,24871
"28151","Washington, MS",22777,21901
"28153","Wayne, MS",8550,8192
"28155","Webster, MS",3793,3640
"28157","Wilkinson, MS",3007,2848
"28159","Winston, MS",8068,7781
"28161","Yalobusha, MS",4563,4476
"28163","Yazoo, MS",10210,9826
